Job_Title,Queried_Salary,Job_Type,No_of_Skills,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Revenue,Company_Employees,Company_Industry,python,sql,machine learning,r,hadoop,tableau,sas,spark,java,Others,Revenue_low,Revenue_high
Manager - Cognitive Data Scientist Natural Language Processi...,120000-139999,data_scientist,3,KPMG LLP,4776.0,4.0,12.0,CA,,,Consulting and Business Services,0,0,1,0,0,0,0,0,0,1,,
Research Scientist (Machine Learning),120000-139999,data_scientist,9,NVIDIA,177.0,4.199999809265137,8.0,CA,,,Computers and Electronics,1,0,1,0,0,0,0,0,0,1,,
"PHC Associate Data Scientist/Data Scientist, Real World Data...",120000-139999,data_scientist,8,Genentech,726.0,4.099999904632568,30.0,CA,,"10,000+",Pharmaceuticals,1,1,1,1,1,0,1,1,0,1,,
"Data Scientist, Marketing - Retail",120000-139999,data_scientist,4,Harnham,6.0,4.800000190734863,30.0,CA,,"Less than 10,000",Consulting and Business Services,1,1,0,1,1,0,0,0,0,0,,
Applied Machine Learning Scientist,120000-139999,data_scientist,4,Lab126,,,30.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
AI Scientist - NLP Focus,120000-139999,data_scientist,6,Electronic Arts,417.0,3.9000000953674316,30.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,0,1,0,0,1,0,0,1,0,1,$1B , $5B (USD)
Data Scientist / Analytic Consultant 4,120000-139999,data_scientist,11,Wells Fargo,29963.0,3.799999952316284,30.0,CA,More than $10B (USD),"10,000+",Banks and Financial Services,1,0,1,0,0,0,0,1,0,1,More than $10B (USD),
Manager - Cognitive Data Scientist Natural Language Processi...,120000-139999,data_scientist,3,KPMG LLP,4776.0,4.0,14.0,CA,,,Consulting and Business Services,0,0,1,0,0,0,0,0,0,1,,
Data Science/Machine Learning - Internship,120000-139999,data_scientist,10,FICO,122.0,3.700000047683716,30.0,CA,Less than $1B (USD),"Less than 10,000",Consulting and Business Services,1,0,1,1,1,1,0,1,0,1,Less than $1B (USD),
"Research Scientist, Machine Learning",120000-139999,data_scientist,5,Toyota Research Institute,,,30.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
Machine Learning Research Scientist,120000-139999,data_scientist,6,Aptiv,65.0,3.9000000953674316,30.0,CA,More than $10B (USD),"10,000+",Computers and Electronics,1,0,1,0,1,0,0,0,0,1,More than $10B (USD),
"Data Scientist, Ventures Studios",140000-159999,data_scientist,5,Citi,14629.0,3.9000000953674316,12.0,CA,More than $10B (USD),"10,000+",Banks and Financial Services,1,1,1,1,0,0,0,0,0,1,More than $10B (USD),
"Data Scientist, Routing/Dispatching",140000-159999,data_scientist,0,Tesla,,,19.0,CA,,"10,000+",Industrial Manufacturing,0,0,0,0,0,0,0,0,0,0,,
Data Scientist,140000-159999,data_scientist,4,Scaleapi,,,3.0,CA,,,,1,1,0,1,0,0,0,0,0,1,,
New Graduate Data Scientist,140000-159999,data_scientist,11,Xylem,276.0,3.5999999046325684,30.0,CA,,,Industrial Manufacturing,1,1,1,1,1,0,0,1,1,1,,
Data Scientist,140000-159999,data_scientist,17,2K Games,22.0,3.700000047683716,4.0,CA,,,,1,1,1,1,1,1,1,0,1,1,,
Data Scientist - Analytics Platform,140000-159999,data_scientist,14,"Williams-Sonoma, Inc.",1689.0,3.700000047683716,5.0,CA,,,,1,0,1,1,0,0,0,1,0,1,,
Data Scientist,140000-159999,data_scientist,6,Philips,2880.0,4.0,15.0,CA,$5B to $10B (USD),"10,000+",Health Care,1,1,0,0,1,0,0,0,1,1,$5B , $10B (USD)
NLP Data Scientist,140000-159999,data_scientist,4,Ginger.io,,,8.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
"Data Scientist 4, Words with Friends",140000-159999,data_scientist,5,Zynga,79.0,3.799999952316284,5.0,CA,,,,1,1,0,1,0,1,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,7,Criteo,27.0,4.0,6.0,CA,,,,1,0,1,0,1,0,0,0,1,1,,
Data Scientist,140000-159999,data_scientist,2,Symantec,1006.0,3.9000000953674316,21.0,CA,$1B to $5B (USD),"10,000+",Internet and Software,1,0,0,0,0,0,0,0,0,1,$1B , $5B (USD)
Data Scientist,140000-159999,data_scientist,4,Yelp,326.0,3.5999999046325684,11.0,CA,Less than $1B (USD),"Less than 10,000",Internet and Software,1,1,0,1,0,1,0,0,0,0,Less than $1B (USD),
Data Scientist – Deep Learning,140000-159999,data_scientist,5,Bosch Group,3505.0,4.199999809265137,6.0,CA,More than $10B (USD),"10,000+",,1,0,1,0,0,0,0,0,0,1,More than $10B (USD),
Data Scientist,140000-159999,data_scientist,5,Restoration Media,,,30.0,CA,,,,1,0,1,1,0,0,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,7,Nutanix,26.0,4.099999904632568,12.0,CA,,"Less than 10,000",Internet and Software,1,1,1,0,0,1,0,0,0,1,,
2019 PhD Data Scientist Internship - Maps,140000-159999,data_scientist,6,Uber,641.0,3.799999952316284,21.0,CA,,"10,000+",Internet and Software,1,1,1,1,0,0,0,0,1,1,,
1244529 - Data Scientist,140000-159999,data_scientist,11,Cisco Systems,4251.0,4.099999904632568,9.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,0,1,0,1,0,0,0,1,1,More than $10B (USD),
Data Scientist,140000-159999,data_scientist,5,Adobe,484.0,4.300000190734863,30.0,CA,$5B to $10B (USD),"10,000+",Internet and Software,0,0,0,0,0,0,0,0,0,1,$5B , $10B (USD)
Data Scientist,140000-159999,data_scientist,10,iHerb,33.0,3.5,22.0,CA,,,,1,1,1,1,0,0,0,0,1,1,,
Data Scientist,140000-159999,data_scientist,5,Hewlett Packard Enterprise,3649.0,3.700000047683716,20.0,CA,,"10,000+",Internet and Software,0,0,1,0,0,0,0,1,1,1,,
Data Scientist - Entity Resolution,140000-159999,data_scientist,13,Spokeo,14.0,3.0999999046325684,30.0,CA,,"Less than 10,000",Internet and Software,1,1,1,1,1,0,1,1,0,1,,
"Data Scientist, Analytics",140000-159999,data_scientist,5,Slack,7.0,3.4000000953674316,30.0,CA,,"Less than 10,000",Internet and Software,1,1,0,1,0,0,0,0,0,1,,
DATA SCIENTIST,140000-159999,data_scientist,3,Academia.edu,,,30.0,CA,,,,1,0,0,1,0,0,0,1,0,0,,
Data Scientist - Maps,140000-159999,data_scientist,6,Uber,641.0,3.799999952316284,30.0,CA,,"10,000+",Internet and Software,1,1,1,1,0,0,0,0,1,1,,
Product Data Scientist,140000-159999,data_scientist,8,Twitter,63.0,3.9000000953674316,5.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,1,0,1,1,0,0,0,0,1,1,$1B , $5B (USD)
"Data Scientist, Customer Conversations",140000-159999,data_scientist,5,Uber,641.0,3.799999952316284,14.0,CA,,"10,000+",Internet and Software,1,0,1,1,0,0,0,1,0,1,,
Data Scientist,140000-159999,data_scientist,4,John Deere,2283.0,4.099999904632568,30.0,CA,More than $10B (USD),"10,000+",Agriculture and Extraction,1,0,1,0,0,0,0,0,0,1,More than $10B (USD),
Data Scientist - Sales Strategy,140000-159999,data_scientist,4,Cisco Systems,4251.0,4.099999904632568,27.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,0,1,1,0,0,0,0,0,1,More than $10B (USD),
Data Scientist,140000-159999,data_scientist,3,YourMechanic,4.0,2.799999952316284,20.0,CA,,"Less than 10,000",Auto,0,1,1,0,0,0,0,0,0,1,,
Data Scientist (Contractor),140000-159999,data_scientist,4,First Republic Bank,131.0,4.0,22.0,CA,,,,0,0,0,1,0,0,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,5,AppZen,,,30.0,CA,,,,1,0,1,1,0,0,0,0,0,1,,
"Data Scientist, Audience Science",140000-159999,data_scientist,6,Ubisoft,170.0,3.9000000953674316,30.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,1,1,0,1,1,1,0,1,0,0,$1B , $5B (USD)
Data Scientist - Sales Strategy,140000-159999,data_scientist,4,Cisco Systems,4251.0,4.099999904632568,27.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,0,1,1,0,0,0,0,0,1,More than $10B (USD),
Data Scientist,140000-159999,data_scientist,5,Optimizely,2.0,3.5,30.0,CA,,"Less than 10,000",,1,0,1,0,0,0,0,0,1,1,,
Data Scientist,140000-159999,data_scientist,6,LeapYear,,,19.0,CA,,,,0,0,1,0,1,0,0,1,0,1,,
Data Scientist,140000-159999,data_scientist,5,Twentieth Century Fox,,,30.0,CA,,,,1,1,1,0,0,0,0,1,0,1,,
Data Scientist,140000-159999,data_scientist,3,LimeBike,11.0,2.5999999046325684,30.0,CA,,"Less than 10,000",Consumer Goods and Services,1,1,1,0,0,0,0,0,0,0,,
Distinguished Data Scientist,140000-159999,data_scientist,7,DuPont,1063.0,4.0,30.0,CA,More than $10B (USD),"10,000+",Consumer Goods and Services,1,0,1,1,0,0,0,0,0,1,More than $10B (USD),
Data Scientist,140000-159999,data_scientist,12,Quantcast,14.0,3.0999999046325684,30.0,CA,,,,1,1,1,1,1,0,0,0,0,1,,
"Data Scientist, CoreApp",140000-159999,data_scientist,0,Facebook,,,19.0,CA,,"10,000+",Internet and Software,0,0,0,0,0,0,0,0,0,0,,
"Data Scientist, CoreApp",140000-159999,data_scientist,14,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,1,0,1,1,0,1,0,0,1,,
Data Scientist,140000-159999,data_scientist,7,"DeepCurrent Technologies, Inc.",,,30.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
Data Scientist – Deep Learning,140000-159999,data_scientist,11,C3,774.0,3.0,18.0,CA,,"Less than 10,000",Consulting and Business Services,1,0,1,1,0,0,0,0,1,1,,
Data Scientist,140000-159999,data_scientist,11,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,1,0,1,1,1,1,0,0,1,,
Data Scientist,140000-159999,data_scientist,5,Crowdstrike,6.0,2.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,0,1,0,0,0,0,0,0,1,,
"Data Scientist, Strategy",140000-159999,data_scientist,9,ServiceTitan,2.0,4.5,30.0,CA,,,,1,1,0,1,0,1,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,9,Bosch Group,3505.0,4.199999809265137,29.0,CA,More than $10B (USD),"10,000+",,1,0,1,1,1,0,0,1,1,1,More than $10B (USD),
"Data Scientist/Modeler, Pricing",140000-159999,data_scientist,9,SoFi,45.0,3.0999999046325684,4.0,CA,,"Less than 10,000",,1,1,1,1,0,0,0,0,1,1,,
Senior Data Scientist,140000-159999,data_scientist,3,Porsche,32.0,3.799999952316284,13.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,15,First Republic Bank,131.0,4.0,30.0,CA,,,,1,1,1,0,0,0,0,0,1,1,,
"Data Scientist, Risk",140000-159999,data_scientist,8,Square,64.0,3.9000000953674316,28.0,CA,,"Less than 10,000",Banks and Financial Services,1,0,1,0,0,1,0,0,1,1,,
Data Scientist,140000-159999,data_scientist,5,"Edison Software, Inc.",,,30.0,CA,,,,1,0,0,0,1,0,0,0,0,1,,
Security Data Scientist,140000-159999,data_scientist,11,Rockstar San Diego,,,18.0,CA,,,,1,1,1,1,1,1,1,0,0,1,,
Data Scientist,140000-159999,data_scientist,7,Nauto,,,30.0,CA,,,,1,1,1,1,1,0,0,1,0,1,,
Data Scientist,140000-159999,data_scientist,6,Gap Inc.,2346.0,3.799999952316284,4.0,CA,More than $10B (USD),"10,000+",Retail,1,1,1,1,0,0,1,0,0,1,More than $10B (USD),
Data Scientist,140000-159999,data_scientist,4,Lark Health,,,30.0,CA,,,,1,0,0,0,0,0,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,14,Adobe,484.0,4.300000190734863,29.0,CA,$5B to $10B (USD),"10,000+",Internet and Software,1,1,1,1,1,0,0,1,1,1,$5B , $10B (USD)
Data Scientist,140000-159999,data_scientist,14,Adobe,484.0,4.300000190734863,29.0,CA,$5B to $10B (USD),"10,000+",Internet and Software,1,1,1,1,1,0,0,1,1,1,$5B , $10B (USD)
Data Scientist,140000-159999,data_scientist,14,Adobe,484.0,4.300000190734863,29.0,CA,$5B to $10B (USD),"10,000+",Internet and Software,1,1,1,1,1,0,0,1,1,1,$5B , $10B (USD)
Data Scientist,140000-159999,data_scientist,14,Adobe,484.0,4.300000190734863,29.0,CA,$5B to $10B (USD),"10,000+",Internet and Software,1,1,1,1,1,0,0,1,1,1,$5B , $10B (USD)
Data Scientist - Insurance,140000-159999,data_scientist,3,Blue Owl,2.0,4.0,30.0,CA,,"Less than 10,000",Internet and Software,1,0,1,0,0,0,1,0,0,0,,
Movidius Deep Learning Data Scientist,140000-159999,data_scientist,4,Intel,3826.0,4.099999904632568,29.0,CA,More than $10B (USD),"10,000+",Computers and Electronics,0,0,1,0,0,0,0,0,0,1,More than $10B (USD),
Data Scientist,140000-159999,data_scientist,6,Quantiply Corporation,,,30.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,14,Internet Brands,,,30.0,CA,,,,1,1,1,1,1,0,0,1,1,1,,
Data Scientist,140000-159999,data_scientist,15,Adobe,484.0,4.300000190734863,17.0,CA,$5B to $10B (USD),"10,000+",Internet and Software,1,1,1,1,1,0,0,1,1,1,$5B , $10B (USD)
Data Scientist,140000-159999,data_scientist,7,Mist Systems,,,30.0,CA,,,,1,0,1,0,0,0,0,0,1,1,,
Data Scientist/Modeler - Operations,140000-159999,data_scientist,7,SoFi,45.0,3.0999999046325684,4.0,CA,,"Less than 10,000",,1,1,1,1,0,0,0,0,0,1,,
Data Scientist - Operations Research,140000-159999,data_scientist,12,Helpshift,2.0,3.0,7.0,CA,,,,1,0,1,1,1,0,0,1,0,1,,
Data Scientist- AI/ML,140000-159999,data_scientist,9,Etsy,32.0,4.400000095367432,30.0,CA,,,,1,0,1,0,1,0,0,1,1,1,,
Search/Relevance - Staff Data Scientist,140000-159999,data_scientist,6,Walmart,157456.0,3.5999999046325684,4.0,CA,More than $10B (USD),"10,000+",Retail,1,0,1,0,0,0,0,0,1,1,More than $10B (USD),
Movidius Deep Learning Data Scientist,140000-159999,data_scientist,4,Intel,3826.0,4.099999904632568,30.0,CA,More than $10B (USD),"10,000+",Computers and Electronics,0,0,1,0,0,0,0,0,0,1,More than $10B (USD),
Data Scientist,140000-159999,data_scientist,15,ThirdLove,47.0,4.0,12.0,CA,,"Less than 10,000",Consumer Goods and Services,1,1,1,1,1,0,1,1,0,1,,
Data Scientist,140000-159999,data_scientist,9,C3,774.0,3.0,18.0,CA,,"Less than 10,000",Consulting and Business Services,1,0,1,1,1,0,0,0,1,1,,
Data Scientist,140000-159999,data_scientist,11,Crystal Dynamics,6.0,4.5,30.0,CA,,,,1,1,1,0,1,1,0,1,1,1,,
"Data Scientist, Machine Learning",140000-159999,data_scientist,3,ZestFinance,3.0,3.0,30.0,CA,,,,1,0,1,1,0,0,0,0,0,0,,
Data Scientist - Disease Genomics,140000-159999,data_scientist,5,Calico,,,30.0,CA,,,,1,0,1,1,0,0,0,0,0,1,,
"Data Scientist, Analytics (WhatsApp)",140000-159999,data_scientist,0,Facebook,,,19.0,CA,,"10,000+",Internet and Software,0,0,0,0,0,0,0,0,0,0,,
Data Scientist - Time Series Modeling,140000-159999,data_scientist,2,Calico,,,30.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
"Data Scientist, Analytics - Sharing/Ecosystems",140000-159999,data_scientist,12,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,0,1,1,1,0,1,0,0,1,,
Staff Data Scientist,140000-159999,data_scientist,17,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,1,1,0,1,0,0,1,1,1,,
Staff Data Scientist,140000-159999,data_scientist,17,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,1,1,0,1,0,0,1,1,1,,
Data Scientist- Machine Translation,140000-159999,data_scientist,7,AppZen,,,30.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,16,Grand Rounds,11.0,3.9000000953674316,30.0,CA,,"Less than 10,000",Health Care,1,1,1,1,1,0,0,1,1,1,,
Data Scientist,140000-159999,data_scientist,5,Yapstone,30.0,3.5,30.0,CA,,,,1,0,1,1,0,0,0,0,0,1,,
Data Scientist,140000-159999,data_scientist,5,Aruba Networks,54.0,4.099999904632568,21.0,CA,Less than $1B (USD),"Less than 10,000",Telecommunications,0,0,1,0,0,0,0,1,1,1,Less than $1B (USD),
Senior Data Scientist,140000-159999,data_scientist,7,Netflix,421.0,3.9000000953674316,13.0,CA,,,Internet and Software,1,1,0,1,0,1,0,1,0,1,,
Associate Data Scientist,140000-159999,data_scientist,4,Credit Sesame,,,30.0,CA,,,,1,1,1,1,0,0,0,0,0,0,,
"Staff Data Scientist, Search/Online Grocery",140000-159999,data_scientist,5,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,0,1,0,0,0,0,0,1,1,,
Wireless Data Scientist,140000-159999,data_scientist,7,"Uhana, Inc.",,,29.0,CA,,,,1,0,1,0,0,0,0,1,1,1,,
Data Scientist,140000-159999,data_scientist,12,Xilinx,96.0,3.9000000953674316,30.0,CA,$1B to $5B (USD),"Less than 10,000",Industrial Manufacturing,1,1,1,1,1,0,0,0,0,1,$1B , $5B (USD)
Junior Data Scientist(s)- MI and AI,140000-159999,data_scientist,13,Ericsson,5198.0,4.099999904632568,30.0,CA,,"10,000+",Telecommunications,1,0,1,1,1,0,0,1,1,1,,
"Staff Data Scientist, Search/Online Grocery",140000-159999,data_scientist,5,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,0,1,0,0,0,0,0,1,1,,
Staff Data Scientist,140000-159999,data_scientist,11,Intuit,1103.0,4.199999809265137,8.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,1,1,1,1,1,0,0,1,0,1,$1B , $5B (USD)
Deep Learning Data Scientist,140000-159999,data_scientist,9,NVIDIA,177.0,4.199999809265137,28.0,CA,,,Computers and Electronics,1,1,1,1,1,0,0,1,0,1,,
"Data Scientist, Work Environment Analytics",140000-159999,data_scientist,10,Genentech,726.0,4.099999904632568,5.0,CA,,"10,000+",Pharmaceuticals,1,1,1,1,0,1,0,0,0,1,,
Senior Data Scientist,140000-159999,data_scientist,17,Veeva,22.0,3.799999952316284,1.0,CA,Less than $1B (USD),"Less than 10,000",Internet and Software,1,0,1,1,1,0,1,1,0,1,Less than $1B (USD),
"Data Scientist, Analytics",140000-159999,data_scientist,14,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,1,0,1,1,0,1,0,0,1,,
Data Scientist,140000-159999,data_scientist,8,Barrick Gold Corporation,316.0,4.099999904632568,30.0,CA,More than $10B (USD),"10,000+",Agriculture and Extraction,1,0,1,1,0,0,1,0,0,1,More than $10B (USD),
Research Data Scientist,140000-159999,data_scientist,9,Electronic Arts,417.0,3.9000000953674316,15.0,CA,$1B to $5B (USD),"Less than 10,000",Internet and Software,0,1,1,0,1,0,1,0,1,1,$1B , $5B (USD)
Staff Data Scientist,140000-159999,data_scientist,11,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,0,1,1,0,0,0,0,0,1,,
"Data Scientist | San Francisco, CA",140000-159999,data_scientist,14,Photon,9.0,3.700000047683716,30.0,CA,,,,1,0,1,1,1,0,0,1,1,1,,
Sr. Data Scientist,140000-159999,data_scientist,7,Sony Interactive Entertainment PlayStation,34.0,3.5999999046325684,5.0,CA,,,Computers and Electronics,1,0,1,0,1,0,0,1,0,1,,
Senior Data Scientist,140000-159999,data_scientist,8,Omnicell,87.0,3.700000047683716,14.0,CA,,,,1,0,1,1,0,0,0,0,0,1,,
Product Data Scientist,140000-159999,data_scientist,5,Waymo,5.0,3.5999999046325684,30.0,CA,,,,1,1,1,1,0,0,0,0,0,1,,
Staff Data Scientist,140000-159999,data_scientist,6,Coursera,11.0,4.400000095367432,30.0,CA,,,,1,0,1,1,0,0,0,0,0,1,,
Staff Data Scientist (GEC11903),140000-159999,data_scientist,6,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,1,1,0,1,0,0,1,0,1,,
"Data Scientist, Analytics - Signals and Identity",140000-159999,data_scientist,3,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,0,0,0,0,1,0,0,0,0,1,,
Staff Data Scientist,140000-159999,data_scientist,11,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,0,1,1,0,0,0,0,0,1,More than $10B (USD),
Staff Data Scientist,140000-159999,data_scientist,17,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,1,1,0,1,0,0,1,1,1,More than $10B (USD),
Staff Data Scientist,140000-159999,data_scientist,17,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,1,1,0,1,0,0,1,1,1,More than $10B (USD),
Deep Learning Data Scientist,140000-159999,data_scientist,11,JD.com,8.0,4.300000190734863,30.0,CA,,,,1,0,1,0,0,0,0,0,0,1,,
Data Scientist - Deep Learning assisted NLP,140000-159999,data_scientist,15,Helpshift,2.0,3.0,7.0,CA,,,,1,0,1,1,1,0,0,1,0,1,,
Data Scientist - Data & Analytics Org,140000-159999,data_scientist,12,Cisco Systems,4251.0,4.099999904632568,30.0,CA,More than $10B (USD),"10,000+",Internet and Software,1,1,1,1,1,1,0,1,0,1,More than $10B (USD),
Staff Data Scientist,140000-159999,data_scientist,7,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,0,0,0,0,0,0,1,1,1,,
Senior Data Scientist,140000-159999,data_scientist,13,Johnson & Johnson Family of Companies,3526.0,4.300000190734863,30.0,CA,More than $10B (USD),"10,000+",Pharmaceuticals,1,1,1,0,0,0,0,0,0,1,More than $10B (USD),
Data Scientist,140000-159999,data_scientist,15,ThirdLove,47.0,4.0,30.0,CA,,"Less than 10,000",Consumer Goods and Services,1,1,1,1,1,0,1,1,0,1,,
Senior Data Scientist,140000-159999,data_scientist,13,Walmart eCommerce,252.0,3.700000047683716,11.0,CA,,"Less than 10,000",Internet and Software,1,0,1,1,1,0,0,1,1,1,,
Search/Relevance - Staff Data Scientist,140000-159999,data_scientist,6,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,0,1,0,0,0,0,0,1,1,,
"Data Scientist, Analytics",140000-159999,data_scientist,11,Tonal,,,30.0,CA,,,,1,1,0,1,0,0,1,0,0,1,,
Staff Data Scientist,140000-159999,data_scientist,7,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,0,0,0,0,0,0,1,1,1,More than $10B (USD),
Staff Data Scientist,140000-159999,data_scientist,7,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,0,0,0,0,0,0,1,1,1,More than $10B (USD),
Staff Data Scientist - Search / Relevance,140000-159999,data_scientist,5,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,0,1,0,0,0,0,0,1,1,,
Senior Data Scientist - Causal Inference,140000-159999,data_scientist,8,Amplitude,,,11.0,CA,,,,1,0,1,1,0,0,0,1,0,1,,
Staff Data Scientist,140000-159999,data_scientist,7,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,0,0,0,0,0,0,1,1,1,,
Staff Data Scientist,140000-159999,data_scientist,7,Walmart eCommerce,252.0,3.700000047683716,30.0,CA,,"Less than 10,000",Internet and Software,1,0,0,0,0,0,0,1,1,1,,
"Data Scientist, Analytics - Video Ecosystems",140000-159999,data_scientist,11,Facebook,387.0,4.199999809265137,19.0,CA,,"10,000+",Internet and Software,1,0,0,1,1,0,1,0,0,1,,
Senior Data Scientist,140000-159999,data_scientist,5,GlassDoor,,,30.0,CA,$5B to $10B (USD),"10,000+","Restaurants, Travel and Leisure",1,0,1,0,0,0,0,0,0,1,$5B , $10B (USD)
Staff Data Scientist - Machine Learning,140000-159999,data_scientist,13,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,0,1,1,1,0,0,1,0,1,More than $10B (USD),
Staff Data Scientist,140000-159999,data_scientist,7,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,0,0,0,0,0,0,1,1,1,More than $10B (USD),
Principal Data Scientist,140000-159999,data_scientist,5,Walmart eCommerce,252.0,3.700000047683716,29.0,CA,,"Less than 10,000",Internet and Software,1,0,1,0,0,0,0,0,1,1,,
Principal Data Scientist,140000-159999,data_scientist,5,Walmart eCommerce,252.0,3.700000047683716,29.0,CA,,"Less than 10,000",Internet and Software,1,0,1,0,0,0,0,0,1,1,,
Senior Data Scientist,140000-159999,data_scientist,4,Pocket Gems,9.0,3.2000000476837163,14.0,CA,,,,0,0,1,0,0,0,0,0,0,1,,
Staff Data Scientist (GEC11903),140000-159999,data_scientist,6,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,1,1,0,1,0,0,1,0,1,More than $10B (USD),
Machine Learning Scientist - Autopilot,140000-159999,data_scientist,10,Tesla,1445.0,3.5999999046325684,13.0,CA,,"10,000+",Industrial Manufacturing,1,0,1,0,0,0,0,0,0,1,,
Senior Data Scientist,140000-159999,data_scientist,11,Coinbase,3.0,4.699999809265137,11.0,CA,,"Less than 10,000",Internet and Software,1,1,0,1,0,1,0,1,1,1,,
"Staff Data Scientist, Search/Online Grocery",140000-159999,data_scientist,5,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,0,1,0,0,0,0,0,1,1,More than $10B (USD),
Staff Data Scientist - Search / Relevance,140000-159999,data_scientist,5,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,0,1,0,0,0,0,0,1,1,More than $10B (USD),
Sr. Data Scientist,140000-159999,data_scientist,9,Zazzle,58.0,3.700000047683716,22.0,CA,,,,1,0,1,1,0,0,0,0,0,1,,
Principal Data Scientist,140000-159999,data_scientist,8,Clarivate Analytics,32.0,3.5999999046325684,22.0,CA,$1B to $5B (USD),"Less than 10,000",,0,0,1,0,1,0,1,1,0,1,$1B , $5B (USD)
Principal Data Scientist,140000-159999,data_scientist,5,Walmart,157456.0,3.5999999046325684,29.0,CA,More than $10B (USD),"10,000+",Retail,1,0,1,0,0,0,0,0,1,1,More than $10B (USD),
Principal Data Scientist,140000-159999,data_scientist,5,Walmart,157456.0,3.5999999046325684,29.0,CA,More than $10B (USD),"10,000+",Retail,1,0,1,0,0,0,0,0,1,1,More than $10B (USD),
Data Scientist,140000-159999,data_scientist,20,The Aerospace Corporation,91.0,4.0,9.0,CA,,,Aerospace and Defense,1,1,1,1,1,0,0,1,1,1,,
Principal Data Scientist,140000-159999,data_scientist,8,PG&E,599.0,3.9000000953674316,30.0,CA,More than $10B (USD),"10,000+",Energy and Utilities,1,1,1,0,0,1,0,0,0,1,More than $10B (USD),
Staff Data Scientist,140000-159999,data_scientist,6,Walmart,157456.0,3.5999999046325684,30.0,CA,More than $10B (USD),"10,000+",Retail,1,1,1,0,1,0,0,1,0,1,More than $10B (USD),
